Weapon_Name,Sub_Weapon,Special_Weapon,Class,Weapon_Img,Sub_Img,Special_Img,Class_Img,Special_Points,Tenacity,Stealth Jump,Ninja Squid,Haunt,Last-Ditch Effort,Respawn Punisher,Opening Gambit,Object Shredder,Comeback,Drop Roller,Thermal Ink,Run Speed Up,Ink Resistance Up,Special Power Up,Ink Saver (Main),Sub Resistance Up,Quick Respawn,Special Charge Up,Ink Saver (Sub),Ink Recovery Up,Sub Power Up,Quick Super Jump,Swim Speed Up,Special Saver,Intensify Action,Build_Count
Bamboozler 14 Mk II,Fizzy Bomb,Super Chump,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/9f/S3_Weapon_Main_Bamboozler_14_Mk_II.png/256px-S3_Weapon_Main_Bamboozler_14_Mk_II.png,https://cdn.wikimg.net/en/splatoonwiki/images/c/c4/S3_Weapon_Sub_Fizzy_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/8c/S3_Weapon_Special_Super_Chump.png/120px-S3_Weapon_Special_Super_Chump.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,200.0,0.0,0.7698744769874477,0.04602510460251046,0.012552301255230125,0.6108786610878661,0.008368200836820083,0.03347280334728033,0.06276150627615062,0.08368200836820083,0.0041841004184100415,0.02510460251046025,10.803347280334728,3.5271966527196654,0.5271966527196653,1.782426778242678,1.4518828451882846,0.6861924686192469,3.3514644351464433,4.464435146443515,1.0460251046025104,0.5774058577405857,3.807531380753138,6.7112970711297075,1.5523012552301256,0.14225941422594143,239
Big Swig Roller,Splash Wall,Ink Vac,Roller,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/8e/S3_Weapon_Main_Big_Swig_Roller.png/256px-S3_Weapon_Main_Big_Swig_Roller.png,https://cdn.wikimg.net/en/splatoonwiki/images/e/e8/S3_Weapon_Sub_Splash_Wall_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/cf/S3_Weapon_Special_Ink_Vac.png/120px-S3_Weapon_Special_Ink_Vac.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fb/S3_Icon_Roller.png/120px-S3_Icon_Roller.png,190.0,0.0,0.4200913242009132,0.1872146118721461,0.0182648401826484,0.2557077625570776,0.0182648401826484,0.0182648401826484,0.2876712328767123,0.1689497716894977,0.0228310502283105,0.0273972602739726,1.9908675799086757,2.776255707762557,2.0593607305936072,7.8173515981735155,1.7031963470319635,3.1141552511415527,4.867579908675799,1.9315068493150684,2.1780821917808217,0.8812785388127854,3.182648401826484,7.442922374429224,2.319634703196347,0.4885844748858447,219
Big Swig Roller Express,Angle Shooter,Ink Storm,Roller,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/f7/S3_Weapon_Main_Big_Swig_Roller_Express.png/256px-S3_Weapon_Main_Big_Swig_Roller_Express.png,https://cdn.wikimg.net/en/splatoonwiki/images/3/3a/S3_Weapon_Sub_Angle_Shooter_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/69/S3_Weapon_Special_Ink_Storm.png/120px-S3_Weapon_Special_Ink_Storm.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fb/S3_Icon_Roller.png/120px-S3_Icon_Roller.png,190.0,0.013157894736842105,0.5263157894736842,0.17105263157894737,0.013157894736842105,0.3157894736842105,0.013157894736842105,0.03070175438596491,0.25877192982456143,0.19736842105263158,0.008771929824561403,0.021929824561403508,1.219298245614035,2.5701754385964914,0.881578947368421,7.8464912280701755,1.4780701754385965,3.1096491228070176,6.192982456140351,1.7982456140350878,2.1140350877192984,0.7763157894736842,3.3508771929824563,7.4035087719298245,2.236842105263158,0.3201754385964912,228
Blaster,Autobomb,Big Bubbler,Blaster,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a7/S3_Weapon_Main_Blaster.png/256px-S3_Weapon_Main_Blaster.png,https://cdn.wikimg.net/en/splatoonwiki/images/6/6d/S3_Weapon_Sub_Autobomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/ef/S3_Weapon_Special_Big_Bubbler.png/120px-S3_Weapon_Special_Big_Bubbler.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5b/S3_Icon_Blaster.png/120px-S3_Icon_Blaster.png,180.0,0.004201680672268907,0.9369747899159664,0.029411764705882353,0.025210084033613446,0.025210084033613446,0.004201680672268907,0.03361344537815126,0.0,0.7773109243697479,0.008403361344537815,0.0,0.226890756302521,2.8151260504201683,0.14285714285714285,0.7689075630252101,1.6680672268907564,14.722689075630251,0.5672268907563025,0.6638655462184874,0.4369747899159664,0.10504201680672269,4.453781512605042,5.2521008403361344,2.369747899159664,4.361344537815126,238
Bloblobber,Sprinkler,Ink Storm,Slosher,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/4/41/S3_Weapon_Main_Bloblobber.png/256px-S3_Weapon_Main_Bloblobber.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/de/S3_Weapon_Sub_Sprinkler_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/69/S3_Weapon_Special_Ink_Storm.png/120px-S3_Weapon_Special_Ink_Storm.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S3_Icon_Slosher.png/120px-S3_Icon_Slosher.png,190.0,0.03389830508474576,0.3983050847457627,0.01694915254237288,0.0211864406779661,0.5127118644067796,0.00847457627118644,0.00847457627118644,0.25,0.08898305084745763,0.01694915254237288,0.3813559322033898,1.3601694915254237,2.5508474576271185,1.5338983050847457,9.529661016949152,1.4364406779661016,2.2033898305084745,6.279661016949152,0.6949152542372882,2.1059322033898304,0.3686440677966102,3.4703389830508473,5.5423728813559325,2.2415254237288136,0.3093220338983051,236
Bloblobber Deco,Angle Shooter,Kraken Royale,Slosher,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/93/S3_Weapon_Main_Bloblobber_Deco.png/256px-S3_Weapon_Main_Bloblobber_Deco.png,https://cdn.wikimg.net/en/splatoonwiki/images/3/3a/S3_Weapon_Sub_Angle_Shooter_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c1/S3_Weapon_Special_Kraken_Royale.png/120px-S3_Weapon_Special_Kraken_Royale.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S3_Icon_Slosher.png/120px-S3_Icon_Slosher.png,200.0,0.0582010582010582,0.5502645502645502,0.021164021164021163,0.005291005291005291,0.26455026455026454,0.026455026455026454,0.015873015873015872,0.19576719576719576,0.26455026455026454,0.015873015873015872,0.2328042328042328,1.343915343915344,2.6984126984126986,5.677248677248677,7.116402116402116,1.4444444444444444,3.9100529100529102,4.2592592592592595,1.2698412698412698,1.7037037037037037,0.3439153439153439,3.693121693121693,4.529100529100529,2.2645502645502646,0.23809523809523808,189
Bulbz Tri-Stringer,Angle Shooter,Inkjet,Stringer,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/e4/S3_Weapon_Main_Bulbz_Tri-Stringer.png/256px-S3_Weapon_Main_Bulbz_Tri-Stringer.png,https://cdn.wikimg.net/en/splatoonwiki/images/3/3a/S3_Weapon_Sub_Angle_Shooter_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/80/S3_Weapon_Special_Inkjet.png/120px-S3_Weapon_Special_Inkjet.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/60/S3_Icon_Stringer.png/120px-S3_Icon_Stringer.png,200.0,0.011627906976744186,0.19767441860465115,0.0,0.0,0.36046511627906974,0.011627906976744186,0.0,0.26744186046511625,0.011627906976744186,0.26744186046511625,0.10465116279069768,10.162790697674419,2.9651162790697674,7.8023255813953485,4.023255813953488,1.569767441860465,0.03488372093023256,4.895348837209302,1.0,1.5348837209302326,0.313953488372093,3.744186046511628,5.930232558139535,0.6976744186046512,0.0,86
Carbon Roller,Autobomb,Zipcaster,Roller,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/21/S3_Weapon_Main_Carbon_Roller.png/256px-S3_Weapon_Main_Carbon_Roller.png,https://cdn.wikimg.net/en/splatoonwiki/images/6/6d/S3_Weapon_Sub_Autobomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/96/S3_Weapon_Special_Zipcaster.png/120px-S3_Weapon_Special_Zipcaster.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fb/S3_Icon_Roller.png/120px-S3_Icon_Roller.png,160.0,0.0,0.6567796610169492,0.6949152542372882,0.0211864406779661,0.08050847457627118,0.00423728813559322,0.0211864406779661,0.0,0.19491525423728814,0.1864406779661017,0.01694915254237288,0.8983050847457628,2.906779661016949,2.25,0.6610169491525424,1.7542372881355932,4.3940677966101696,1.6101694915254237,2.8686440677966103,0.6822033898305084,0.6398305084745762,3.957627118644068,13.292372881355933,1.8855932203389831,0.4279661016949153,236
Carbon Roller ANG-L,Fizzy Bomb,Super Chump,Roller,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/3/31/S3_Weapon_Main_Carbon_Roller_ANG-L.png/256px-S3_Weapon_Main_Carbon_Roller_ANG-L.png,https://cdn.wikimg.net/en/splatoonwiki/images/c/c4/S3_Weapon_Sub_Fizzy_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/8c/S3_Weapon_Special_Super_Chump.png/120px-S3_Weapon_Special_Super_Chump.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fb/S3_Icon_Roller.png/120px-S3_Icon_Roller.png,180.0,0.0,0.8636363636363636,0.6818181818181818,0.022727272727272728,0.18181818181818182,0.0,0.045454545454545456,0.0,0.29545454545454547,0.022727272727272728,0.0,0.13636363636363635,2.8636363636363638,0.06818181818181818,0.0,2.409090909090909,3.590909090909091,0.8863636363636364,5.681818181818182,0.20454545454545456,0.4090909090909091,6.4772727272727275,11.909090909090908,1.2272727272727273,0.0,44
Carbon Roller Deco,Burst Bomb,Trizooka,Roller,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/72/S3_Weapon_Main_Carbon_Roller_Deco.png/256px-S3_Weapon_Main_Carbon_Roller_Deco.png,https://cdn.wikimg.net/en/splatoonwiki/images/3/3a/S3_Weapon_Sub_Burst_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/93/S3_Weapon_Special_Trizooka.png/120px-S3_Weapon_Special_Trizooka.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fb/S3_Icon_Roller.png/120px-S3_Icon_Roller.png,190.0,0.0,0.9541666666666667,0.6375,0.004166666666666667,0.004166666666666667,0.008333333333333333,0.029166666666666667,0.004166666666666667,0.2,0.0,0.0,0.11666666666666667,2.6791666666666667,0.10416666666666667,0.20833333333333334,2.4,7.229166666666667,0.4083333333333333,3.8291666666666666,0.31666666666666665,0.95,6.220833333333333,12.804166666666667,1.2041666666666666,0.1125,240
Charcoal Decavitator,Splash Wall,Inkjet,Splatana,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/52/S3_Weapon_Main_Charcoal_Decavitator.png/256px-S3_Weapon_Main_Charcoal_Decavitator.png,https://cdn.wikimg.net/en/splatoonwiki/images/e/e8/S3_Weapon_Sub_Splash_Wall_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/80/S3_Weapon_Special_Inkjet.png/120px-S3_Weapon_Special_Inkjet.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/7c/S3_Icon_Splatana.png/120px-S3_Icon_Splatana.png,200.0,0.004166666666666667,0.8916666666666667,0.1375,0.029166666666666667,0.016666666666666666,0.0,0.008333333333333333,0.0,0.8416666666666667,0.0625,0.004166666666666667,0.1,2.5791666666666666,5.391666666666667,2.5125,1.1,8.829166666666667,1.5,0.5875,0.5208333333333334,0.1375,3.754166666666667,7.383333333333334,2.4791666666666665,0.16666666666666666,240
Clash Blaster,Splat Bomb,Trizooka,Blaster,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2f/S3_Weapon_Main_Clash_Blaster.png/256px-S3_Weapon_Main_Clash_Blaster.png,https://cdn.wikimg.net/en/splatoonwiki/images/8/81/S3_Weapon_Sub_Splat_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/93/S3_Weapon_Special_Trizooka.png/120px-S3_Weapon_Special_Trizooka.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5b/S3_Icon_Blaster.png/120px-S3_Icon_Blaster.png,180.0,0.02252252252252252,0.6396396396396397,0.21621621621621623,0.04954954954954955,0.1891891891891892,0.04954954954954955,0.04504504504504504,0.036036036036036036,0.3738738738738739,0.06306306306306306,0.0045045045045045045,2.599099099099099,2.608108108108108,0.5585585585585585,2.3513513513513513,1.6306306306306306,8.626126126126126,2.1486486486486487,3.036036036036036,1.3018018018018018,1.027027027027027,2.891891891891892,6.711711711711712,1.9324324324324325,2.684684684684685,222
Clash Blaster Neo,Curling Bomb,Super Chump,Blaster,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/10/S3_Weapon_Main_Clash_Blaster_Neo.png/256px-S3_Weapon_Main_Clash_Blaster_Neo.png,https://cdn.wikimg.net/en/splatoonwiki/images/1/11/S3_Weapon_Sub_Curling_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/8c/S3_Weapon_Special_Super_Chump.png/120px-S3_Weapon_Special_Super_Chump.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5b/S3_Icon_Blaster.png/120px-S3_Icon_Blaster.png,170.0,0.009259259259259259,0.7037037037037037,0.19444444444444445,0.046296296296296294,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.009259259259259259,0.3611111111111111,0.06481481481481481,0.009259259259259259,2.9722222222222223,3.2777777777777777,0.8055555555555556,1.2962962962962963,2.2314814814814814,8.99074074074074,2.861111111111111,2.1666666666666665,0.9351851851851852,0.7592592592592593,3.8333333333333335,7.388888888888889,2.1574074074074074,1.4907407407407407,108
Classic Squiffer,Point Sensor,Big Bubbler,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/3/3c/S3_Weapon_Main_Classic_Squiffer.png/256px-S3_Weapon_Main_Classic_Squiffer.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/dd/S3_Weapon_Sub_Point_Sensor_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/ef/S3_Weapon_Special_Big_Bubbler.png/120px-S3_Weapon_Special_Big_Bubbler.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,190.0,0.0041841004184100415,0.7824267782426778,0.012552301255230125,0.08368200836820083,0.0794979079497908,0.03765690376569038,0.04602510460251046,0.008368200836820083,0.33472803347280333,0.05439330543933055,0.0,4.430962343096234,2.564853556485356,1.0669456066945606,3.6150627615062763,2.096234309623431,3.8284518828451883,4.100418410041841,0.8661087866108786,0.9623430962343096,0.6903765690376569,4.410041841004184,11.711297071129707,1.7447698744769875,0.4769874476987448,239
Clawz .96 Gal,Angle Shooter,Tacticooler,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/79/S3_Weapon_Main_Clawz_.96_Gal.png/256px-S3_Weapon_Main_Clawz_.96_Gal.png,https://cdn.wikimg.net/en/splatoonwiki/images/3/3a/S3_Weapon_Sub_Angle_Shooter_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c0/S3_Weapon_Special_Tacticooler.png/120px-S3_Weapon_Special_Tacticooler.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,190.0,0.0,0.9368421052631579,0.0,0.0,0.09473684210526316,0.0,0.042105263157894736,0.0,0.30526315789473685,0.0,0.0,0.10526315789473684,2.6526315789473682,7.863157894736842,0.9263157894736842,2.1894736842105265,0.06315789473684211,9.74736842105263,0.5789473684210527,0.4105263157894737,0.06315789473684211,3.031578947368421,8.052631578947368,1.3263157894736841,6.2,95
